id,年,月,日,時,気温,降水量,日照時間
481,2018,1,21,2,4.7,0.0,0.0
482,2018,1,21,3,5.5,0.0,0.0
483,2018,1,21,4,5.1,0.0,0.0
484,2018,1,21,5,3.5,0.0,0.0
485,2018,1,21,6,3.0,0.0,0.0
486,2018,1,21,7,3.6,0.0,0.0
487,2018,1,21,8,4.3,0.0,0.7
488,2018,1,21,9,6.5,0.0,1.0
489,2018,1,21,10,8.1,0.0,1.0
490,2018,1,21,11,9.9,0.0,1.0
491,2018,1,21,12,10.8,0.0,1.0
492,2018,1,21,13,11.7,0.0,1.0
493,2018,1,21,14,11.5,0.0,1.0
494,2018,1,21,15,10.9,0.0,1.0
495,2018,1,21,16,10.1,0.0,1.0
496,2018,1,21,17,8.4,0.0,0.5
497,2018,1,21,18,7.0,0.0,0.0
498,2018,1,21,19,6.5,0.0,0.0
499,2018,1,21,20,7.4,0.0,0.0
500,2018,1,21,21,7.6,0.0,0.0
501,2018,1,21,22,6.5,0.0,0.0
502,2018,1,21,23,5.5,0.0,0.0
503,2018,1,21,24,5.0,0.0,0.0
504,2018,1,22,1,4.6,0.0,0.0
505,2018,1,22,2,4.6,0.0,0.0
506,2018,1,22,3,4.4,0.0,0.0
507,2018,1,22,4,3.0,0.0,0.0
508,2018,1,22,5,2.9,0.0,0.0
509,2018,1,22,6,4.3,0.0,0.0
510,2018,1,22,7,4.1,0.0,0.0
511,2018,1,22,8,4.1,0.0,0.0
512,2018,1,22,9,3.1,0.0,0.0
513,2018,1,22,10,2.4,0.0,0.0
514,2018,1,22,11,1.5,0.5,0.0
515,2018,1,22,12,1.0,0.0,0.0
516,2018,1,22,13,1.1,0.0,0.0
517,2018,1,22,14,0.3,1.5,0.0
518,2018,1,22,15,0.3,1.5,0.0
519,2018,1,22,16,0.1,2.0,0.0
520,2018,1,22,17,0.0,2.5,0.0
521,2018,1,22,18,-0.2,4.0,0.0
522,2018,1,22,19,-0.5,3.0,0.0
523,2018,1,22,20,-0.3,2.0,0.0
524,2018,1,22,21,0.0,3.5,0.0
525,2018,1,22,22,0.2,2.0,0.0
526,2018,1,22,23,0.3,1.0,0.0
527,2018,1,22,24,0.5,0.5,0.0
528,2018,1,23,1,0.5,0.0,0.0
529,2018,1,23,2,0.5,0.0,0.0
530,2018,1,23,3,0.2,0.0,0.0
531,2018,1,23,4,0.1,0.0,0.0
532,2018,1,23,5,-0.4,0.0,0.0
533,2018,1,23,6,-0.2,0.0,0.0
534,2018,1,23,7,-0.5,0.0,0.0
535,2018,1,23,8,0.1,0.0,0.7
536,2018,1,23,9,2.4,0.0,1.0
537,2018,1,23,10,4.9,0.0,1.0
538,2018,1,23,11,7.1,0.0,1.0
539,2018,1,23,12,8.3,0.0,1.0
540,2018,1,23,13,9.2,0.0,1.0
541,2018,1,23,14,9.5,0.0,1.0
542,2018,1,23,15,8.7,0.0,1.0
543,2018,1,23,16,6.1,0.0,1.0
544,2018,1,23,17,6.4,0.0,0.5
545,2018,1,23,18,6.0,0.0,0.0
546,2018,1,23,19,6.1,0.0,0.0
547,2018,1,23,20,5.2,0.0,0.0
548,2018,1,23,21,3.6,0.0,0.0
549,2018,1,23,22,2.5,0.0,0.0
550,2018,1,23,23,0.9,0.0,0.0
551,2018,1,23,24,0.7,0.0,0.0
552,2018,1,24,1,1.0,0.0,0.0
553,2018,1,24,2,0.6,0.0,0.0
554,2018,1,24,3,-0.2,0.0,0.0
555,2018,1,24,4,0.2,0.0,0.0
556,2018,1,24,5,0.6,0.0,0.0
557,2018,1,24,6,0.4,0.0,0.0
558,2018,1,24,7,-0.1,0.0,0.0
559,2018,1,24,8,1.7,0.0,0.6
560,2018,1,24,9,3.9,0.0,1.0
561,2018,1,24,10,5.2,0.0,1.0
562,2018,1,24,11,6.0,0.0,1.0
563,2018,1,24,12,6.5,0.0,1.0
564,2018,1,24,13,6.4,0.0,0.8
565,2018,1,24,14,6.7,0.0,0.8
566,2018,1,24,15,5.7,0.0,0.9
567,2018,1,24,16,4.7,0.0,0.9
568,2018,1,24,17,3.2,0.0,0.0
569,2018,1,24,18,2.1,0.0,0.0
570,2018,1,24,19,1.1,0.0,0.0
571,2018,1,24,20,0.6,0.0,0.0
572,2018,1,24,21,0.0,0.0,0.0
573,2018,1,24,22,-0.7,0.0,0.0
574,2018,1,24,23,-1.3,0.0,0.0
575,2018,1,24,24,-1.5,0.0,0.0
576,2018,1,25,1,-2.0,0.0,0.0
577,2018,1,25,2,-2.3,0.0,0.0
578,2018,1,25,3,-2.2,0.0,0.0
579,2018,1,25,4,-2.8,0.0,0.0
580,2018,1,25,5,-3.0,0.0,0.0
581,2018,1,25,6,-3.6,0.0,0.0
582,2018,1,25,7,-3.5,0.0,0.0
583,2018,1,25,8,-1.9,0.0,0.8
584,2018,1,25,9,0.2,0.0,1.0
585,2018,1,25,10,1.4,0.0,1.0
586,2018,1,25,11,2.3,0.0,1.0
587,2018,1,25,12,3.5,0.0,1.0
588,2018,1,25,13,3.4,0.0,1.0
589,2018,1,25,14,3.5,0.0,1.0
590,2018,1,25,15,2.9,0.0,1.0
591,2018,1,25,16,2.4,0.0,1.0
592,2018,1,25,17,1.8,0.0,0.8
593,2018,1,25,18,1.2,0.0,0.0
594,2018,1,25,19,0.3,0.0,0.0
595,2018,1,25,20,0.0,0.0,0.0
596,2018,1,25,21,-0.1,0.0,0.0
597,2018,1,25,22,-1.1,0.0,0.0
598,2018,1,25,23,-0.8,0.0,0.0
599,2018,1,25,24,-0.6,0.0,0.0
600,2018,1,26,1,-1.8,0.0,0.0
601,2018,1,26,2,-1.6,0.0,0.0
602,2018,1,26,3,-1.3,0.0,0.0
603,2018,1,26,4,-1.9,0.0,0.0
604,2018,1,26,5,-2.4,0.0,0.0
605,2018,1,26,6,-2.6,0.0,0.0
606,2018,1,26,7,-2.1,0.0,0.0
607,2018,1,26,8,-0.7,0.0,0.7
608,2018,1,26,9,1.4,0.0,1.0
609,2018,1,26,10,3.1,0.0,1.0
610,2018,1,26,11,4.0,0.0,1.0
611,2018,1,26,12,4.5,0.0,1.0
612,2018,1,26,13,3.5,0.0,0.9
613,2018,1,26,14,3.6,0.0,0.6
614,2018,1,26,15,3.3,0.0,1.0
615,2018,1,26,16,2.7,0.0,0.6
616,2018,1,26,17,1.5,0.0,0.5
617,2018,1,26,18,1.0,0.0,0.0
618,2018,1,26,19,0.3,0.0,0.0
619,2018,1,26,20,-0.1,0.0,0.0
620,2018,1,26,21,-0.3,0.0,0.0
621,2018,1,26,22,-0.2,0.0,0.0
622,2018,1,26,23,-0.5,0.0,0.0
623,2018,1,26,24,-0.8,0.0,0.0
624,2018,1,27,1,-1.1,0.0,0.0
625,2018,1,27,2,-1.0,0.0,0.0
626,2018,1,27,3,-1.2,0.0,0.0
627,2018,1,27,4,-1.5,0.0,0.0
628,2018,1,27,5,-0.5,0.0,0.0
629,2018,1,27,6,-0.3,0.0,0.0
630,2018,1,27,7,0.5,0.0,0.0
631,2018,1,27,8,1.6,0.0,0.7
632,2018,1,27,9,3.0,0.0,1.0
633,2018,1,27,10,4.6,0.0,1.0
634,2018,1,27,11,5.5,0.0,1.0
635,2018,1,27,12,6.1,0.0,1.0
636,2018,1,27,13,6.4,0.0,1.0
637,2018,1,27,14,6.5,0.0,1.0
638,2018,1,27,15,6.3,0.0,1.0
639,2018,1,27,16,5.5,0.0,1.0
640,2018,1,27,17,4.6,0.0,0.8
641,2018,1,27,18,3.7,0.0,0.0
642,2018,1,27,19,2.6,0.0,0.0
643,2018,1,27,20,2.6,0.0,0.0
644,2018,1,27,21,2.3,0.0,0.0
645,2018,1,27,22,2.3,0.0,0.0
646,2018,1,27,23,1.6,0.0,0.0
647,2018,1,27,24,2.0,0.0,0.0
648,2018,1,28,1,1.8,0.0,0.0
649,2018,1,28,2,0.6,0.0,0.0
650,2018,1,28,3,1.0,0.0,0.0
651,2018,1,28,4,0.8,0.0,0.0
652,2018,1,28,5,0.9,0.0,0.0
653,2018,1,28,6,0.0,0.0,0.0
654,2018,1,28,7,-0.6,0.0,0.0
655,2018,1,28,8,0.7,0.0,0.4
656,2018,1,28,9,1.8,0.0,0.3
657,2018,1,28,10,2.1,0.0,0.0
658,2018,1,28,11,2.3,0.0,0.0
659,2018,1,28,12,3.1,0.0,0.0
660,2018,1,28,13,3.5,0.0,0.0
661,2018,1,28,14,4.0,0.0,0.0
662,2018,1,28,15,4.4,0.0,0.0
663,2018,1,28,16,4.8,0.0,0.5
664,2018,1,28,17,3.0,0.0,0.7
665,2018,1,28,18,1.6,0.0,0.0
666,2018,1,28,19,0.8,0.0,0.0
667,2018,1,28,20,0.4,0.0,0.0
668,2018,1,28,21,1.0,0.0,0.0
669,2018,1,28,22,0.7,0.0,0.0
670,2018,1,28,23,0.9,0.0,0.0
671,2018,1,28,24,0.0,0.0,0.0
672,2018,1,29,1,-0.4,0.0,0.0
673,2018,1,29,2,-0.9,0.0,0.0
674,2018,1,29,3,-0.5,0.0,0.0
675,2018,1,29,4,-0.5,0.0,0.0
676,2018,1,29,5,-0.8,0.0,0.0
677,2018,1,29,6,-1.3,0.0,0.0
678,2018,1,29,7,-1.8,0.0,0.0
679,2018,1,29,8,0.8,0.0,0.7
680,2018,1,29,9,3.4,0.0,1.0
681,2018,1,29,10,5.2,0.0,1.0
682,2018,1,29,11,6.9,0.0,1.0
683,2018,1,29,12,7.8,0.0,1.0
684,2018,1,29,13,9.2,0.0,1.0
685,2018,1,29,14,8.9,0.0,0.3
686,2018,1,29,15,9.0,0.0,0.4
687,2018,1,29,16,7.4,0.0,0.0
688,2018,1,29,17,6.6,0.0,0.0
689,2018,1,29,18,5.7,0.0,0.0
690,2018,1,29,19,5.0,0.0,0.0
691,2018,1,29,20,5.4,0.0,0.0
692,2018,1,29,21,5.5,0.0,0.0
693,2018,1,29,22,4.1,0.0,0.0
694,2018,1,29,23,2.8,0.0,0.0
695,2018,1,29,24,2.3,0.0,0.0
696,2018,1,30,1,1.4,0.0,0.0
697,2018,1,30,2,1.4,0.0,0.0
698,2018,1,30,3,1.6,0.0,0.0
699,2018,1,30,4,1.6,0.0,0.0
700,2018,1,30,5,2.0,0.0,0.0
701,2018,1,30,6,1.7,0.0,0.0
702,2018,1,30,7,1.1,0.0,0.0
703,2018,1,30,8,2.2,0.0,0.2
704,2018,1,30,9,3.1,0.0,0.8
705,2018,1,30,10,3.3,0.0,0.3
706,2018,1,30,11,3.6,0.0,0.3
707,2018,1,30,12,5.4,0.0,0.6
708,2018,1,30,13,5.9,0.0,0.6
709,2018,1,30,14,5.8,0.0,0.5
710,2018,1,30,15,5.7,0.0,0.2
711,2018,1,30,16,5.2,0.0,0.2
712,2018,1,30,17,4.7,0.0,0.0
713,2018,1,30,18,4.5,0.0,0.0
714,2018,1,30,19,4.2,0.0,0.0
715,2018,1,30,20,2.7,0.0,0.0
716,2018,1,30,21,2.7,0.0,0.0
717,2018,1,30,22,2.5,0.0,0.0
718,2018,1,30,23,3.4,0.0,0.0
719,2018,1,30,24,2.8,0.0,0.0
720,2018,1,31,1,1.7,0.0,0.0
721,2018,1,31,2,1.4,0.0,0.0
722,2018,1,31,3,0.0,0.0,0.0
723,2018,1,31,4,0.3,0.0,0.0
724,2018,1,31,5,-0.8,0.0,0.0
725,2018,1,31,6,-0.5,0.0,0.0
726,2018,1,31,7,-0.9,0.0,0.0
727,2018,1,31,8,0.5,0.0,0.4
728,2018,1,31,9,2.8,0.0,1.0
729,2018,1,31,10,4.6,0.0,1.0
730,2018,1,31,11,6.2,0.0,1.0
731,2018,1,31,12,7.7,0.0,1.0
732,2018,1,31,13,8.2,0.0,1.0
733,2018,1,31,14,8.6,0.0,1.0
734,2018,1,31,15,8.4,0.0,1.0
735,2018,1,31,16,8.1,0.0,0.1
736,2018,1,31,17,6.6,0.0,0.0
737,2018,1,31,18,5.5,0.0,0.0
738,2018,1,31,19,5.2,0.0,0.0
739,2018,1,31,20,4.8,0.0,0.0
740,2018,1,31,21,4.1,0.0,0.0
741,2018,1,31,22,4.4,0.0,0.0
742,2018,1,31,23,4.4,0.0,0.0
743,2018,1,31,24,3.4,0.0,0.0
744,2018,2,1,1,4.2,0.0,0.0
745,2018,2,1,2,3.9,0.0,0.0
746,2018,2,1,3,3.1,0.0,0.0
747,2018,2,1,4,3.2,0.0,0.0
748,2018,2,1,5,2.7,0.0,0.0
749,2018,2,1,6,2.1,0.0,0.0
750,2018,2,1,7,2.2,0.0,0.0
751,2018,2,1,8,3.0,0.0,0.1
752,2018,2,1,9,4.2,0.0,0.6
753,2018,2,1,10,5.5,0.0,0.8
754,2018,2,1,11,5.7,0.0,0.4
755,2018,2,1,12,5.4,0.0,0.0
756,2018,2,1,13,4.1,0.0,0.0
757,2018,2,1,14,3.5,1.0,0.0
758,2018,2,1,15,3.4,0.0,0.0
759,2018,2,1,16,3.3,0.5,0.0
760,2018,2,1,17,3.0,0.5,0.0
761,2018,2,1,18,2.7,0.5,0.0
762,2018,2,1,19,2.3,1.0,0.0
763,2018,2,1,20,1.9,0.5,0.0
764,2018,2,1,21,1.4,1.5,0.0
765,2018,2,1,22,0.8,1.0,0.0
766,2018,2,1,23,0.8,1.5,0.0
767,2018,2,1,24,0.7,1.0,0.0
768,2018,2,2,1,0.8,0.5,0.0
769,2018,2,2,2,0.7,1.0,0.0
770,2018,2,2,3,0.6,1.0,0.0
771,2018,2,2,4,0.6,0.5,0.0
772,2018,2,2,5,0.6,0.5,0.0
773,2018,2,2,6,0.6,0.0,0.0
774,2018,2,2,7,0.6,0.5,0.0
775,2018,2,2,8,0.9,0.0,0.0
776,2018,2,2,9,1.0,0.5,0.0
777,2018,2,2,10,1.1,1.0,0.0
778,2018,2,2,11,1.5,0.0,0.0
779,2018,2,2,12,1.6,0.0,0.0
780,2018,2,2,13,2.2,0.5,0.0
781,2018,2,2,14,2.7,0.0,0.0
782,2018,2,2,15,3.0,0.0,0.0
783,2018,2,2,16,3.3,0.0,0.0
784,2018,2,2,17,2.8,0.0,0.0
785,2018,2,2,18,3.0,0.0,0.0
786,2018,2,2,19,2.7,0.0,0.0
787,2018,2,2,20,2.9,0.0,0.0
788,2018,2,2,21,3.1,0.0,0.0
789,2018,2,2,22,3.1,0.0,0.0
790,2018,2,2,23,3.2,0.0,0.0
791,2018,2,2,24,2.8,0.0,0.0
792,2018,2,3,1,2.6,0.0,0.0
793,2018,2,3,2,2.0,0.0,0.0
794,2018,2,3,3,2.7,0.0,0.0
795,2018,2,3,4,2.3,0.0,0.0
796,2018,2,3,5,2.3,0.0,0.0
797,2018,2,3,6,1.9,0.0,0.0
798,2018,2,3,7,2.2,0.0,0.0
799,2018,2,3,8,2.7,0.0,0.0
800,2018,2,3,9,4.1,0.0,0.8
801,2018,2,3,10,5.3,0.0,1.0
802,2018,2,3,11,6.4,0.0,0.8
803,2018,2,3,12,6.9,0.0,0.6
804,2018,2,3,13,6.8,0.0,0.0
805,2018,2,3,14,6.7,0.0,0.0
806,2018,2,3,15,7.0,0.0,0.0
807,2018,2,3,16,6.6,0.0,0.3
808,2018,2,3,17,5.2,0.0,0.7
809,2018,2,3,18,4.0,0.0,0.0
810,2018,2,3,19,4.6,0.0,0.0
811,2018,2,3,20,5.5,0.0,0.0
812,2018,2,3,21,5.6,0.0,0.0
813,2018,2,3,22,5.4,0.0,0.0
814,2018,2,3,23,5.1,0.0,0.0
815,2018,2,3,24,4.4,0.0,0.0
816,2018,2,4,1,4.3,0.0,0.0
817,2018,2,4,2,3.5,0.0,0.0
818,2018,2,4,3,3.3,0.0,0.0
819,2018,2,4,4,2.5,0.0,0.0
820,2018,2,4,5,3.5,0.0,0.0
821,2018,2,4,6,2.6,0.0,0.0
822,2018,2,4,7,3.6,0.0,0.0
823,2018,2,4,8,4.6,0.0,0.2
824,2018,2,4,9,4.7,0.0,0.3
825,2018,2,4,10,5.6,0.0,0.1
826,2018,2,4,11,7.8,0.0,0.4
827,2018,2,4,12,9.4,0.0,1.0
828,2018,2,4,13,9.2,0.0,1.0
829,2018,2,4,14,9.3,0.0,1.0
830,2018,2,4,15,8.4,0.0,0.6
831,2018,2,4,16,8.2,0.0,0.3
832,2018,2,4,17,6.1,0.0,0.1
833,2018,2,4,18,6.3,0.0,0.0
834,2018,2,4,19,5.5,0.0,0.0
835,2018,2,4,20,5.0,0.0,0.0
836,2018,2,4,21,3.9,0.0,0.0
837,2018,2,4,22,4.1,0.0,0.0
838,2018,2,4,23,3.9,0.0,0.0
839,2018,2,4,24,3.4,0.0,0.0
840,2018,2,5,1,3.3,0.0,0.0
841,2018,2,5,2,2.8,0.0,0.0
842,2018,2,5,3,2.9,0.0,0.0
843,2018,2,5,4,2.6,0.0,0.0
844,2018,2,5,5,1.9,0.0,0.0
845,2018,2,5,6,1.5,0.0,0.0
846,2018,2,5,7,1.1,0.0,0.0
847,2018,2,5,8,2.1,0.0,0.3
848,2018,2,5,9,3.0,0.0,0.1
849,2018,2,5,10,4.4,0.0,0.6
850,2018,2,5,11,6.1,0.0,1.0
851,2018,2,5,12,7.3,0.0,1.0
852,2018,2,5,13,7.7,0.0,1.0
853,2018,2,5,14,7.1,0.0,1.0
854,2018,2,5,15,7.4,0.0,1.0
855,2018,2,5,16,7.2,0.0,0.9
856,2018,2,5,17,7.1,0.0,0.1
857,2018,2,5,18,6.2,0.0,0.0
858,2018,2,5,19,4.9,0.0,0.0
859,2018,2,5,20,4.3,0.0,0.0
860,2018,2,5,21,3.6,0.0,0.0
861,2018,2,5,22,3.4,0.0,0.0
862,2018,2,5,23,2.3,0.0,0.0
863,2018,2,5,24,1.9,0.0,0.0
864,2018,2,6,1,0.8,0.0,0.0
865,2018,2,6,2,0.0,0.0,0.0
866,2018,2,6,3,-0.4,0.0,0.0
867,2018,2,6,4,-0.1,0.0,0.0
868,2018,2,6,5,0.6,0.0,0.0
869,2018,2,6,6,-1.2,0.0,0.0
870,2018,2,6,7,-1.1,0.0,0.0
871,2018,2,6,8,1.6,0.0,0.7
872,2018,2,6,9,3.5,0.0,1.0
873,2018,2,6,10,5.4,0.0,1.0
874,2018,2,6,11,5.9,0.0,1.0
875,2018,2,6,12,6.5,0.0,1.0
876,2018,2,6,13,7.0,0.0,1.0
877,2018,2,6,14,6.5,0.0,1.0
878,2018,2,6,15,6.7,0.0,1.0
879,2018,2,6,16,6.1,0.0,1.0
880,2018,2,6,17,5.2,0.0,0.2
881,2018,2,6,18,5.5,0.0,0.0
882,2018,2,6,19,5.4,0.0,0.0
883,2018,2,6,20,4.6,0.0,0.0
884,2018,2,6,21,3.1,0.0,0.0
885,2018,2,6,22,3.5,0.0,0.0
886,2018,2,6,23,2.3,0.0,0.0
887,2018,2,6,24,1.0,0.0,0.0
888,2018,2,7,1,1.2,0.0,0.0
889,2018,2,7,2,0.1,0.0,0.0
890,2018,2,7,3,-0.1,0.0,0.0
891,2018,2,7,4,-1.7,0.0,0.0
892,2018,2,7,5,-1.0,0.0,0.0
893,2018,2,7,6,-1.2,0.0,0.0
894,2018,2,7,7,-1.2,0.0,0.0
895,2018,2,7,8,1.2,0.0,0.7
896,2018,2,7,9,3.9,0.0,1.0
897,2018,2,7,10,5.1,0.0,1.0
898,2018,2,7,11,6.6,0.0,1.0
899,2018,2,7,12,7.6,0.0,1.0
900,2018,2,7,13,8.1,0.0,1.0
901,2018,2,7,14,8.3,0.0,1.0
902,2018,2,7,15,8.1,0.0,1.0
903,2018,2,7,16,7.3,0.0,1.0
904,2018,2,7,17,4.7,0.0,0.5
905,2018,2,7,18,3.9,0.0,0.0
906,2018,2,7,19,5.4,0.0,0.0
907,2018,2,7,20,4.8,0.0,0.0
908,2018,2,7,21,3.2,0.0,0.0
909,2018,2,7,22,3.1,0.0,0.0
910,2018,2,7,23,2.8,0.0,0.0
911,2018,2,7,24,1.8,0.0,0.0
912,2018,2,8,1,2.0,0.0,0.0
913,2018,2,8,2,1.0,0.0,0.0
914,2018,2,8,3,0.5,0.0,0.0
915,2018,2,8,4,0.1,0.0,0.0
916,2018,2,8,5,0.1,0.0,0.0
917,2018,2,8,6,0.3,0.0,0.0
918,2018,2,8,7,0.2,0.0,0.0
919,2018,2,8,8,2.0,0.0,0.8
920,2018,2,8,9,3.3,0.0,1.0
921,2018,2,8,10,5.2,0.0,1.0
922,2018,2,8,11,5.7,0.0,1.0
923,2018,2,8,12,7.2,0.0,1.0
924,2018,2,8,13,7.5,0.0,1.0
925,2018,2,8,14,8.0,0.0,1.0
926,2018,2,8,15,7.8,0.0,1.0
927,2018,2,8,16,6.3,0.0,0.5
928,2018,2,8,17,5.7,0.0,0.5
929,2018,2,8,18,4.6,0.0,0.0
930,2018,2,8,19,3.5,0.0,0.0
931,2018,2,8,20,4.2,0.0,0.0
932,2018,2,8,21,3.9,0.0,0.0
933,2018,2,8,22,3.2,0.0,0.0
934,2018,2,8,23,2.5,0.0,0.0
935,2018,2,8,24,1.7,0.0,0.0
936,2018,2,9,1,1.7,0.0,0.0
937,2018,2,9,2,1.1,0.0,0.0
938,2018,2,9,3,-0.3,0.0,0.0
939,2018,2,9,4,-0.8,0.0,0.0
940,2018,2,9,5,-0.1,0.0,0.0
941,2018,2,9,6,-0.5,0.0,0.0
942,2018,2,9,7,-0.8,0.0,0.0
943,2018,2,9,8,2.1,0.0,0.8
944,2018,2,9,9,4.0,0.0,1.0
945,2018,2,9,10,4.8,0.0,1.0
946,2018,2,9,11,6.3,0.0,1.0
947,2018,2,9,12,8.6,0.0,1.0
948,2018,2,9,13,8.6,0.0,1.0
949,2018,2,9,14,8.8,0.0,1.0
950,2018,2,9,15,9.0,0.0,1.0
951,2018,2,9,16,8.3,0.0,1.0
952,2018,2,9,17,7.5,0.0,0.7
953,2018,2,9,18,5.7,0.0,0.0
954,2018,2,9,19,5.2,0.0,0.0
955,2018,2,9,20,4.3,0.0,0.0
956,2018,2,9,21,4.6,0.0,0.0
957,2018,2,9,22,4.7,0.0,0.0
958,2018,2,9,23,4.5,0.0,0.0
