id,年,月,日,時,気温,降水量,日照時間
959,2018,2,9,24,3.6,0.0,0.0
960,2018,2,10,1,2.6,0.0,0.0
961,2018,2,10,2,2.9,0.0,0.0
962,2018,2,10,3,2.5,0.0,0.0
963,2018,2,10,4,1.9,0.0,0.0
964,2018,2,10,5,0.5,0.0,0.0
965,2018,2,10,6,1.4,0.0,0.0
966,2018,2,10,7,2.1,0.0,0.0
967,2018,2,10,8,3.5,0.0,0.1
968,2018,2,10,9,4.8,0.0,0.5
969,2018,2,10,10,6.2,0.0,1.0
970,2018,2,10,11,6.7,0.0,0.5
971,2018,2,10,12,9.9,0.0,0.4
972,2018,2,10,13,10.0,0.0,0.9
973,2018,2,10,14,10.7,0.0,0.9
974,2018,2,10,15,11.0,0.0,1.0
975,2018,2,10,16,10.9,0.0,0.5
976,2018,2,10,17,11.7,0.0,0.0
977,2018,2,10,18,11.3,0.0,0.0
978,2018,2,10,19,11.0,0.0,0.0
979,2018,2,10,20,11.1,0.0,0.0
980,2018,2,10,21,10.1,0.0,0.0
981,2018,2,10,22,8.4,1.0,0.0
982,2018,2,10,23,8.2,0.5,0.0
983,2018,2,10,24,7.4,0.0,0.0
984,2018,2,11,1,7.3,0.0,0.0
985,2018,2,11,2,6.0,0.0,0.0
986,2018,2,11,3,6.6,0.0,0.0
987,2018,2,11,4,6.3,0.0,0.0
988,2018,2,11,5,5.7,0.0,0.0
989,2018,2,11,6,6.3,0.0,0.0
990,2018,2,11,7,6.7,0.0,0.0
991,2018,2,11,8,8.1,0.0,0.3
992,2018,2,11,9,10.0,0.0,0.6
993,2018,2,11,10,11.0,0.0,0.7
994,2018,2,11,11,11.6,0.0,0.1
995,2018,2,11,12,12.6,0.0,0.0
996,2018,2,11,13,13.4,0.0,0.2
997,2018,2,11,14,13.5,0.0,0.4
998,2018,2,11,15,12.7,0.0,0.5
999,2018,2,11,16,12.3,0.0,0.1
1000,2018,2,11,17,11.1,0.0,0.0
1001,2018,2,11,18,9.7,0.0,0.0
1002,2018,2,11,19,7.6,0.0,0.0
1003,2018,2,11,20,6.6,0.0,0.0
1004,2018,2,11,21,5.9,0.0,0.0
1005,2018,2,11,22,5.1,0.0,0.0
1006,2018,2,11,23,4.6,0.0,0.0
1007,2018,2,11,24,4.3,0.0,0.0
1008,2018,2,12,1,3.8,0.0,0.0
1009,2018,2,12,2,3.3,0.0,0.0
1010,2018,2,12,3,2.9,0.0,0.0
1011,2018,2,12,4,1.9,0.0,0.0
1012,2018,2,12,5,1.0,0.0,0.0
1013,2018,2,12,6,-0.3,0.0,0.0
1014,2018,2,12,7,1.4,0.0,0.0
1015,2018,2,12,8,3.1,0.0,0.8
1016,2018,2,12,9,4.9,0.0,1.0
1017,2018,2,12,10,5.9,0.0,1.0
1018,2018,2,12,11,7.5,0.0,1.0
1019,2018,2,12,12,9.0,0.0,1.0
1020,2018,2,12,13,8.3,0.0,1.0
1021,2018,2,12,14,8.0,0.0,0.9
1022,2018,2,12,15,7.7,0.0,1.0
1023,2018,2,12,16,7.3,0.0,0.7
1024,2018,2,12,17,6.2,0.0,0.8
1025,2018,2,12,18,5.9,0.0,0.1
1026,2018,2,12,19,5.5,0.0,0.0
1027,2018,2,12,20,4.3,0.0,0.0
1028,2018,2,12,21,3.6,0.0,0.0
1029,2018,2,12,22,2.5,0.0,0.0
1030,2018,2,12,23,1.3,0.0,0.0
1031,2018,2,12,24,0.8,0.0,0.0
1032,2018,2,13,1,0.7,0.0,0.0
1033,2018,2,13,2,0.0,0.0,0.0
1034,2018,2,13,3,-0.3,0.0,0.0
1035,2018,2,13,4,-0.5,0.0,0.0
1036,2018,2,13,5,-0.4,0.0,0.0
1037,2018,2,13,6,0.3,0.0,0.0
1038,2018,2,13,7,-0.6,0.0,0.0
1039,2018,2,13,8,2.3,0.0,0.8
1040,2018,2,13,9,5.1,0.0,1.0
1041,2018,2,13,10,6.9,0.0,1.0
1042,2018,2,13,11,7.6,0.0,1.0
1043,2018,2,13,12,7.9,0.0,1.0
1044,2018,2,13,13,8.7,0.0,0.5
1045,2018,2,13,14,7.5,0.0,0.0
1046,2018,2,13,15,8.2,0.0,0.8
1047,2018,2,13,16,6.1,0.0,0.2
1048,2018,2,13,17,6.7,0.0,0.5
1049,2018,2,13,18,6.4,0.0,0.1
1050,2018,2,13,19,5.1,0.0,0.0
1051,2018,2,13,20,4.2,0.0,0.0
1052,2018,2,13,21,4.0,0.0,0.0
1053,2018,2,13,22,2.9,0.0,0.0
1054,2018,2,13,23,2.7,0.0,0.0
1055,2018,2,13,24,2.1,0.0,0.0
1056,2018,2,14,1,1.6,0.0,0.0
1057,2018,2,14,2,1.1,0.0,0.0
1058,2018,2,14,3,0.5,0.0,0.0
1059,2018,2,14,4,0.0,0.0,0.0
1060,2018,2,14,5,0.7,0.0,0.0
1061,2018,2,14,6,0.6,0.0,0.0
1062,2018,2,14,7,1.1,0.0,0.0
1063,2018,2,14,8,3.5,0.0,0.8
1064,2018,2,14,9,6.2,0.0,1.0
1065,2018,2,14,10,8.0,0.0,1.0
1066,2018,2,14,11,8.5,0.0,1.0
1067,2018,2,14,12,9.1,0.0,1.0
1068,2018,2,14,13,9.0,0.0,1.0
1069,2018,2,14,14,9.7,0.0,1.0
1070,2018,2,14,15,10.2,0.0,1.0
1071,2018,2,14,16,10.6,0.0,1.0
1072,2018,2,14,17,9.2,0.0,0.9
1073,2018,2,14,18,8.5,0.0,0.0
1074,2018,2,14,19,8.1,0.0,0.0
1075,2018,2,14,20,7.9,0.0,0.0
1076,2018,2,14,21,8.0,0.0,0.0
1077,2018,2,14,22,7.5,0.0,0.0
1078,2018,2,14,23,7.3,0.0,0.0
1079,2018,2,14,24,6.9,0.0,0.0
1080,2018,2,15,1,6.7,0.0,0.0
1081,2018,2,15,2,6.5,0.0,0.0
1082,2018,2,15,3,6.9,0.0,0.0
1083,2018,2,15,4,7.9,0.0,0.0
1084,2018,2,15,5,8.5,0.0,0.0
1085,2018,2,15,6,7.8,0.0,0.0
1086,2018,2,15,7,6.6,0.0,0.0
1087,2018,2,15,8,9.0,0.0,0.6
1088,2018,2,15,9,10.3,0.0,1.0
1089,2018,2,15,10,11.2,0.0,0.7
1090,2018,2,15,11,13.2,0.0,1.0
1091,2018,2,15,12,13.5,0.0,1.0
1092,2018,2,15,13,14.5,0.0,1.0
1093,2018,2,15,14,14.1,0.0,1.0
1094,2018,2,15,15,14.0,0.0,1.0
1095,2018,2,15,16,12.6,0.0,0.9
1096,2018,2,15,17,11.3,0.0,0.0
1097,2018,2,15,18,10.7,0.0,0.0
1098,2018,2,15,19,8.7,0.0,0.0
1099,2018,2,15,20,7.8,0.0,0.0
1100,2018,2,15,21,8.0,0.0,0.0
1101,2018,2,15,22,6.7,0.0,0.0
1102,2018,2,15,23,6.6,0.0,0.0
1103,2018,2,15,24,6.4,0.0,0.0
1104,2018,2,16,1,6.0,0.0,0.0
1105,2018,2,16,2,4.9,0.0,0.0
1106,2018,2,16,3,4.3,0.0,0.0
1107,2018,2,16,4,4.2,0.0,0.0
1108,2018,2,16,5,4.0,0.0,0.0
1109,2018,2,16,6,4.1,0.0,0.0
1110,2018,2,16,7,4.0,0.0,0.0
1111,2018,2,16,8,4.5,0.0,0.2
1112,2018,2,16,9,5.9,0.0,0.7
1113,2018,2,16,10,6.3,0.0,0.9
1114,2018,2,16,11,7.6,0.0,1.0
1115,2018,2,16,12,8.7,0.0,1.0
1116,2018,2,16,13,8.1,0.0,0.6
1117,2018,2,16,14,9.0,0.0,0.1
1118,2018,2,16,15,8.9,0.0,0.5
1119,2018,2,16,16,8.1,0.0,0.6
1120,2018,2,16,17,7.5,0.0,0.5
1121,2018,2,16,18,7.1,0.0,0.0
1122,2018,2,16,19,7.0,0.0,0.0
1123,2018,2,16,20,6.8,0.0,0.0
1124,2018,2,16,21,6.2,0.0,0.0
1125,2018,2,16,22,6.5,0.0,0.0
1126,2018,2,16,23,6.3,0.0,0.0
1127,2018,2,16,24,5.8,0.0,0.0
1128,2018,2,17,1,5.8,0.0,0.0
1129,2018,2,17,2,5.6,0.0,0.0
1130,2018,2,17,3,5.3,0.0,0.0
1131,2018,2,17,4,5.3,0.0,0.0
1132,2018,2,17,5,5.1,0.0,0.0
1133,2018,2,17,6,5.0,0.0,0.0
1134,2018,2,17,7,3.5,0.0,0.0
1135,2018,2,17,8,5.6,0.0,0.8
1136,2018,2,17,9,6.7,0.0,1.0
1137,2018,2,17,10,8.1,0.0,0.7
1138,2018,2,17,11,10.5,0.0,1.0
1139,2018,2,17,12,10.6,0.0,0.9
1140,2018,2,17,13,10.4,0.0,0.6
1141,2018,2,17,14,9.9,0.0,0.0
1142,2018,2,17,15,8.5,0.0,0.2
1143,2018,2,17,16,8.2,0.0,1.0
1144,2018,2,17,17,6.6,0.0,1.0
1145,2018,2,17,18,5.2,0.0,0.1
1146,2018,2,17,19,4.3,0.0,0.0
1147,2018,2,17,20,3.3,0.0,0.0
1148,2018,2,17,21,2.5,0.0,0.0
1149,2018,2,17,22,1.6,0.0,0.0
1150,2018,2,17,23,1.0,0.0,0.0
1151,2018,2,17,24,0.7,0.0,0.0
1152,2018,2,18,1,0.3,0.0,0.0
1153,2018,2,18,2,0.3,0.0,0.0
1154,2018,2,18,3,0.0,0.0,0.0
1155,2018,2,18,4,-0.4,0.0,0.0
1156,2018,2,18,5,-1.3,0.0,0.0
1157,2018,2,18,6,-0.1,0.0,0.0
1158,2018,2,18,7,0.5,0.0,0.0
1159,2018,2,18,8,2.2,0.0,0.8
1160,2018,2,18,9,4.4,0.0,1.0
1161,2018,2,18,10,5.4,0.0,1.0
1162,2018,2,18,11,6.8,0.0,1.0
1163,2018,2,18,12,7.9,0.0,1.0
1164,2018,2,18,13,8.7,0.0,1.0
1165,2018,2,18,14,8.1,0.0,1.0
1166,2018,2,18,15,7.8,0.0,1.0
1167,2018,2,18,16,6.9,0.0,1.0
1168,2018,2,18,17,5.5,0.0,1.0
1169,2018,2,18,18,4.4,0.0,0.1
1170,2018,2,18,19,3.8,0.0,0.0
1171,2018,2,18,20,3.4,0.0,0.0
1172,2018,2,18,21,2.8,0.0,0.0
1173,2018,2,18,22,2.5,0.0,0.0
1174,2018,2,18,23,2.5,0.0,0.0
1175,2018,2,18,24,2.1,0.0,0.0
1176,2018,2,19,1,2.6,0.0,0.0
1177,2018,2,19,2,2.9,0.0,0.0
1178,2018,2,19,3,2.8,0.0,0.0
1179,2018,2,19,4,2.6,0.0,0.0
1180,2018,2,19,5,2.2,0.0,0.0
1181,2018,2,19,6,1.9,0.0,0.0
1182,2018,2,19,7,1.7,0.0,0.0
1183,2018,2,19,8,2.2,0.0,0.0
1184,2018,2,19,9,3.4,0.0,0.6
1185,2018,2,19,10,5.8,0.0,0.8
1186,2018,2,19,11,7.2,0.0,1.0
1187,2018,2,19,12,8.6,0.0,1.0
1188,2018,2,19,13,9.4,0.0,1.0
1189,2018,2,19,14,8.7,0.0,1.0
1190,2018,2,19,15,9.2,0.0,1.0
1191,2018,2,19,16,8.3,0.0,0.6
1192,2018,2,19,17,7.7,0.0,0.0
1193,2018,2,19,18,7.3,0.0,0.0
1194,2018,2,19,19,7.4,0.0,0.0
1195,2018,2,19,20,7.1,0.0,0.0
1196,2018,2,19,21,7.8,0.0,0.0
1197,2018,2,19,22,7.0,0.0,0.0
1198,2018,2,19,23,6.9,0.0,0.0
1199,2018,2,19,24,6.8,0.0,0.0
1200,2018,2,20,1,6.5,0.0,0.0
1201,2018,2,20,2,5.7,0.0,0.0
1202,2018,2,20,3,4.9,0.0,0.0
1203,2018,2,20,4,4.6,0.0,0.0
1204,2018,2,20,5,4.4,0.0,0.0
1205,2018,2,20,6,3.7,0.0,0.0
1206,2018,2,20,7,3.4,0.0,0.0
1207,2018,2,20,8,5.3,0.0,0.7
1208,2018,2,20,9,7.0,0.0,1.0
1209,2018,2,20,10,8.8,0.0,1.0
1210,2018,2,20,11,9.4,0.0,1.0
1211,2018,2,20,12,10.8,0.0,1.0
1212,2018,2,20,13,11.7,0.0,1.0
1213,2018,2,20,14,11.9,0.0,1.0
1214,2018,2,20,15,11.0,0.0,1.0
1215,2018,2,20,16,10.6,0.0,1.0
1216,2018,2,20,17,9.6,0.0,1.0
1217,2018,2,20,18,8.7,0.0,0.0
1218,2018,2,20,19,8.2,0.0,0.0
1219,2018,2,20,20,7.9,0.0,0.0
1220,2018,2,20,21,7.4,0.0,0.0
1221,2018,2,20,22,6.2,0.0,0.0
1222,2018,2,20,23,6.4,0.0,0.0
1223,2018,2,20,24,6.8,0.0,0.0
1224,2018,2,21,1,5.0,0.0,0.0
1225,2018,2,21,2,5.1,0.0,0.0
1226,2018,2,21,3,5.2,0.0,0.0
1227,2018,2,21,4,5.2,0.0,0.0
1228,2018,2,21,5,4.3,0.0,0.0
1229,2018,2,21,6,3.9,0.0,0.0
1230,2018,2,21,7,3.8,0.0,0.0
1231,2018,2,21,8,4.4,0.0,0.0
1232,2018,2,21,9,4.6,0.0,0.0
1233,2018,2,21,10,5.6,0.0,0.0
1234,2018,2,21,11,6.4,0.0,0.0
1235,2018,2,21,12,7.6,0.0,0.1
1236,2018,2,21,13,7.3,0.0,0.0
1237,2018,2,21,14,7.7,0.0,0.0
1238,2018,2,21,15,7.9,0.0,0.0
1239,2018,2,21,16,7.7,0.0,0.0
1240,2018,2,21,17,7.2,0.0,0.1
1241,2018,2,21,18,6.7,0.0,0.0
1242,2018,2,21,19,6.4,0.0,0.0
1243,2018,2,21,20,6.3,0.0,0.0
1244,2018,2,21,21,5.8,0.0,0.0
1245,2018,2,21,22,5.9,0.0,0.0
1246,2018,2,21,23,5.3,0.0,0.0
1247,2018,2,21,24,5.3,0.0,0.0
1248,2018,2,22,1,5.3,0.0,0.0
1249,2018,2,22,2,3.8,0.0,0.0
1250,2018,2,22,3,3.2,0.0,0.0
1251,2018,2,22,4,3.0,0.0,0.0
1252,2018,2,22,5,2.4,0.0,0.0
1253,2018,2,22,6,2.0,0.5,0.0
1254,2018,2,22,7,1.7,0.0,0.0
1255,2018,2,22,8,1.7,0.0,0.0
1256,2018,2,22,9,1.7,1.0,0.0
1257,2018,2,22,10,1.7,0.0,0.0
1258,2018,2,22,11,1.9,0.0,0.0
1259,2018,2,22,12,2.2,0.0,0.0
1260,2018,2,22,13,2.5,0.5,0.0
1261,2018,2,22,14,2.9,0.0,0.0
1262,2018,2,22,15,2.9,0.0,0.0
1263,2018,2,22,16,2.6,0.0,0.0
1264,2018,2,22,17,2.6,0.0,0.0
1265,2018,2,22,18,2.7,0.0,0.0
1266,2018,2,22,19,2.9,0.0,0.0
1267,2018,2,22,20,3.0,0.0,0.0
1268,2018,2,22,21,3.0,0.0,0.0
1269,2018,2,22,22,2.8,0.0,0.0
1270,2018,2,22,23,2.8,0.0,0.0
1271,2018,2,22,24,2.3,0.0,0.0
1272,2018,2,23,1,2.1,0.0,0.0
1273,2018,2,23,2,1.9,0.0,0.0
1274,2018,2,23,3,1.9,0.0,0.0
1275,2018,2,23,4,1.9,0.0,0.0
1276,2018,2,23,5,1.9,0.0,0.0
1277,2018,2,23,6,1.9,0.5,0.0
1278,2018,2,23,7,1.9,0.0,0.0
1279,2018,2,23,8,2.0,0.0,0.0
1280,2018,2,23,9,2.3,0.0,0.0
1281,2018,2,23,10,2.8,0.0,0.0
1282,2018,2,23,11,4.5,0.0,0.0
1283,2018,2,23,12,5.3,0.0,0.3
1284,2018,2,23,13,5.7,0.0,0.0
1285,2018,2,23,14,6.3,0.0,0.0
1286,2018,2,23,15,7.2,0.0,0.4
1287,2018,2,23,16,7.4,0.0,1.0
1288,2018,2,23,17,5.5,0.0,0.3
1289,2018,2,23,18,4.9,0.0,0.0
1290,2018,2,23,19,3.9,0.0,0.0
1291,2018,2,23,20,3.6,0.0,0.0
1292,2018,2,23,21,3.6,0.0,0.0
1293,2018,2,23,22,3.0,0.0,0.0
1294,2018,2,23,23,3.7,0.0,0.0
1295,2018,2,23,24,3.0,0.0,0.0
1296,2018,2,24,1,2.3,0.0,0.0
1297,2018,2,24,2,1.6,0.0,0.0
1298,2018,2,24,3,1.1,0.0,0.0
1299,2018,2,24,4,1.2,0.0,0.0
1300,2018,2,24,5,1.4,0.0,0.0
1301,2018,2,24,6,1.0,0.0,0.0
1302,2018,2,24,7,2.0,0.0,0.1
1303,2018,2,24,8,4.8,0.0,0.6
1304,2018,2,24,9,5.9,0.0,0.7
1305,2018,2,24,10,8.5,0.0,0.8
1306,2018,2,24,11,9.8,0.0,1.0
1307,2018,2,24,12,12.3,0.0,1.0
1308,2018,2,24,13,13.3,0.0,1.0
1309,2018,2,24,14,14.0,0.0,1.0
1310,2018,2,24,15,14.3,0.0,1.0
1311,2018,2,24,16,13.5,0.0,1.0
1312,2018,2,24,17,11.5,0.0,0.9
1313,2018,2,24,18,8.9,0.0,0.0
1314,2018,2,24,19,10.9,0.0,0.0
1315,2018,2,24,20,9.3,0.0,0.0
1316,2018,2,24,21,8.1,0.0,0.0
1317,2018,2,24,22,7.5,0.0,0.0
1318,2018,2,24,23,6.8,0.0,0.0
1319,2018,2,24,24,6.5,0.0,0.0
1320,2018,2,25,1,5.7,0.0,0.0
1321,2018,2,25,2,4.8,0.0,0.0
1322,2018,2,25,3,4.4,0.0,0.0
1323,2018,2,25,4,3.1,0.0,0.0
1324,2018,2,25,5,4.4,0.0,0.0
1325,2018,2,25,6,4.1,0.0,0.0
1326,2018,2,25,7,4.4,0.0,0.0
1327,2018,2,25,8,5.3,0.0,0.0
1328,2018,2,25,9,6.0,0.0,0.0
1329,2018,2,25,10,6.0,0.0,0.0
1330,2018,2,25,11,7.2,0.0,0.0
1331,2018,2,25,12,7.1,0.0,0.0
1332,2018,2,25,13,7.4,0.0,0.0
1333,2018,2,25,14,7.5,0.0,0.0
1334,2018,2,25,15,6.6,0.0,0.0
1335,2018,2,25,16,6.7,0.0,0.0
1336,2018,2,25,17,6.1,0.0,0.0
1337,2018,2,25,18,5.6,0.0,0.0
1338,2018,2,25,19,5.5,0.0,0.0
1339,2018,2,25,20,5.3,0.0,0.0
1340,2018,2,25,21,5.2,0.0,0.0
1341,2018,2,25,22,5.4,0.0,0.0
1342,2018,2,25,23,5.3,0.0,0.0
1343,2018,2,25,24,4.7,0.0,0.0
1344,2018,2,26,1,4.6,0.0,0.0
1345,2018,2,26,2,4.6,0.0,0.0
1346,2018,2,26,3,4.7,0.0,0.0
1347,2018,2,26,4,4.7,0.0,0.0
1348,2018,2,26,5,4.7,0.0,0.0
1349,2018,2,26,6,4.4,0.0,0.0
1350,2018,2,26,7,4.3,0.0,0.0
1351,2018,2,26,8,4.5,0.0,0.0
1352,2018,2,26,9,5.4,0.0,0.0
1353,2018,2,26,10,6.6,0.0,0.1
1354,2018,2,26,11,7.7,0.0,0.6
1355,2018,2,26,12,7.6,0.0,0.6
1356,2018,2,26,13,9.2,0.0,0.6
1357,2018,2,26,14,9.8,0.0,1.0
1358,2018,2,26,15,9.6,0.0,1.0
1359,2018,2,26,16,8.4,0.0,1.0
1360,2018,2,26,17,7.3,0.0,0.9
1361,2018,2,26,18,6.4,0.0,0.0
1362,2018,2,26,19,5.6,0.0,0.0
1363,2018,2,26,20,5.4,0.0,0.0
1364,2018,2,26,21,4.4,0.0,0.0
1365,2018,2,26,22,4.8,0.0,0.0
1366,2018,2,26,23,4.9,0.0,0.0
1367,2018,2,26,24,5.1,0.0,0.0
1368,2018,2,27,1,5.1,0.0,0.0
1369,2018,2,27,2,4.7,0.0,0.0
1370,2018,2,27,3,4.4,0.0,0.0
1371,2018,2,27,4,4.5,0.0,0.0
1372,2018,2,27,5,4.1,0.0,0.0
1373,2018,2,27,6,4.3,0.0,0.0
1374,2018,2,27,7,4.8,0.0,0.0
1375,2018,2,27,8,5.2,0.0,0.0
1376,2018,2,27,9,6.5,0.0,0.7
1377,2018,2,27,10,7.7,0.0,1.0
1378,2018,2,27,11,8.9,0.0,1.0
1379,2018,2,27,12,10.5,0.0,1.0
1380,2018,2,27,13,10.8,0.0,1.0
1381,2018,2,27,14,12.3,0.0,1.0
1382,2018,2,27,15,11.1,0.0,0.7
1383,2018,2,27,16,11.7,0.0,0.1
1384,2018,2,27,17,11.3,0.0,0.6
1385,2018,2,27,18,9.6,0.0,0.1
1386,2018,2,27,19,8.9,0.0,0.0
1387,2018,2,27,20,8.6,0.0,0.0
1388,2018,2,27,21,8.6,0.0,0.0
1389,2018,2,27,22,8.4,0.0,0.0
1390,2018,2,27,23,7.6,0.0,0.0
1391,2018,2,27,24,6.2,0.0,0.0
1392,2018,2,28,1,5.6,0.0,0.0
1393,2018,2,28,2,4.1,0.0,0.0
1394,2018,2,28,3,3.8,0.0,0.0
1395,2018,2,28,4,3.7,0.0,0.0
1396,2018,2,28,5,4.1,0.0,0.0
1397,2018,2,28,6,4.0,0.0,0.0
1398,2018,2,28,7,6.3,0.0,0.1
1399,2018,2,28,8,7.4,0.0,0.2
1400,2018,2,28,9,9.6,0.0,1.0
1401,2018,2,28,10,11.1,0.0,1.0
1402,2018,2,28,11,12.4,0.0,1.0
1403,2018,2,28,12,13.3,0.0,1.0
1404,2018,2,28,13,14.3,0.0,0.4
1405,2018,2,28,14,13.3,0.0,0.3
1406,2018,2,28,15,13.6,0.0,0.5
1407,2018,2,28,16,12.4,0.0,0.2
1408,2018,2,28,17,11.7,0.0,0.0
1409,2018,2,28,18,11.0,0.0,0.0
1410,2018,2,28,19,10.5,0.0,0.0
1411,2018,2,28,20,9.9,0.0,0.0
1412,2018,2,28,21,9.9,0.0,0.0
1413,2018,2,28,22,9.9,0.0,0.0
1414,2018,2,28,23,7.8,1.0,0.0
1415,2018,2,28,24,7.9,0.0,0.0
